Movie,ReleaseYear,Director,Duration,Budget,Gross,UserReviews,CriticReviews,IMDBVotes,IMDBScore,InflationTo2016,BudgetInf,GrossInf
The Wash,2001,DJ Pooh,93,4000000,10097096,38,27,5612,4.6,1.36,5440000,13732050.56
Thir13en Ghosts,2001,Steve Beck,91,20000000,41867960,478,149,65512,5.5,1.36,27200000,56940425.6
Thirteen Conversations About One Thing,2001,Jill Sprecher,104,4500000,3287435,115,79,8603,7.1,1.36,6120000,4470911.6
Tomcats,2001,Gregory Poirier,95,11000000,13558739,121,75,15427,5.3,1.36,14960000,18439885.04
Training Day,2001,Antoine Fuqua,122,45000000,76261036,633,109,305929,7.7,1.36,61200000,103715009
Two Can Play That Game,2001,Mark Brown,90,6000000,22235901,31,40,4339,6.1,1.36,8160000,30240825.36
Valentine,2001,Jamie Blanks,96,10000000,20384136,371,120,20467,4.7,1.36,13600000,27722424.96
Vanilla Sky,2001,Cameron Crowe,141,68000000,100614858,1248,153,206776,6.9,1.36,92480000,136836206.9
What's the Worst That Could Happen?,2001,Sam Weisman,94,45000000,32095318,84,64,12466,5.5,1.36,61200000,43649632.48
25th Hour,2002,Spike Lee,108,15000000,13060843,454,202,149528,7.7,1.33,19950000,17370921.19
40 Days and 40 Nights,2002,Michael Lehmann,96,17000000,37939782,207,140,62272,5.6,1.33,22610000,50459910.06
8 Mile,2002,Curtis Hanson,110,41000000,116724075,564,119,187181,7,1.33,54530000,155243019.8
A Walk to Remember,2002,Adam Shankman,101,11000000,41227069,962,80,162701,7.4,1.33,14630000,54832001.77
Abandon,2002,Stephen Gaghan,99,25000000,10719367,157,72,7909,4.9,1.33,33250000,14256758.11
About Schmidt,2002,Alexander Payne,125,30000000,65010106,612,217,107557,7.2,1.33,39900000,86463440.98
Adaptation.,2002,Spike Jonze,81,19000000,22245861,710,241,143251,7.7,1.33,25270000,29586995.13
All About the Benjamins,2002,Kevin Bray,95,14000000,25482931,33,40,9693,5.7,1.33,18620000,33892298.23
Analyze That,2002,Harold Ramis,96,60000000,32122249,138,105,69319,5.9,1.33,79800000,42722591.17
Antwone Fisher,2002,Denzel Washington,117,12500000,21078145,159,121,26493,7.3,1.33,16625000,28033932.85
Austin Powers in Goldmember,2002,Jay Roach,94,63000000,213079163,795,194,162909,6.2,1.33,83790000,283395286.8
Auto Focus,2002,Paul Schrader,105,7000000,2062066,147,97,11387,6.6,1.33,9310000,2742547.78
Bad Company,2002,Joel Schumacher,116,70000000,30157016,189,128,39659,5.6,1.33,93100000,40108831.28
Ballistic: Ecks vs. Sever,2002,Wych Kaosayananda,91,70000000,14294842,277,92,16761,3.6,1.33,93100000,19012139.86
Barbershop,2002,Tim Story,102,12000000,75074950,156,91,22147,6.3,1.33,15960000,99849683.5
Better Luck Tomorrow,2002,Justin Lin,98,250000,3799339,138,51,8000,7.2,1.33,332500,5053120.87
Big Fat Liar,2002,Shawn Levy,88,15000000,47811275,99,69,29008,5.4,1.33,19950000,63588995.75
Big Trouble,2002,Barry Sonnenfeld,74,40000000,7262288,186,87,17307,6.5,1.33,53200000,9658843.04
Blade II,2002,Guillermo del Toro,117,54000000,81645152,559,224,158267,6.7,1.33,71820000,108588052.2
Blood Work,2002,Clint Eastwood,110,50000000,26199517,260,146,34356,6.4,1.33,66500000,34845357.61
Blue Car,2002,Karen Moncrieff,88,1000000,464126,68,44,3142,6.7,1.33,1330000,617287.58
Blue Crush,2002,John Stockwell,104,30000000,40118420,216,69,26066,5.6,1.33,39900000,53357498.6
Boat Trip,2002,Mort Nathan,97,20000000,8586376,132,63,26598,4.9,1.33,26600000,11419880.08
Brown Sugar,2002,Rick Famuyiwa,109,8000000,27362712,60,37,5971,6.5,1.33,10640000,36392406.96
Catch Me If You Can,2002,Steven Spielberg,141,52000000,164435221,667,194,525801,8,1.33,69160000,218698843.9
Changing Lanes,2002,Roger Michell,91,45000000,66790248,350,167,57281,6.5,1.33,59850000,88831029.84
Chicago,2002,Rob Marshall,113,45000000,170684505,1017,223,172080,7.2,1.33,59850000,227010391.7
City by the Sea,2002,Michael Caton-Jones,108,60000000,22433915,166,104,21319,6.2,1.33,79800000,29837106.95
City of Ghosts,2002,Matt Dillon,116,17500000,325491,67,38,4387,6,1.33,23275000,432903.03
Civil Brand,2002,Neema Barnette,91,500000,243347,24,11,553,5.3,1.33,665000,323651.51
Clockstoppers,2002,Jonathan Frakes,94,26000000,36985501,94,69,11212,5.2,1.33,34580000,49190716.33
Collateral Damage,2002,Andrew Davis,108,85000000,40048332,339,135,61417,5.5,1.33,113050000,53264281.56
Crossroads,2002,Tamra Davis,93,12000000,37188667,578,111,34219,3.3,1.33,15960000,49460927.11
Dark Blue,2002,Ron Shelton,118,15000000,9059588,125,71,17261,6.6,1.33,19950000,12049252.04
Darkness,2002,Jaume Balagueró,103,10600000,22160085,349,108,16747,5.4,1.33,14098000,29472913.05
Deuces Wild,2002,Scott Kalvert,96,10000000,6044618,92,38,6200,5.6,1.33,13300000,8039341.94
Divine Secrets of the Ya-Ya Sisterhood,2002,Callie Khouri,116,27000000,69586544,199,93,15352,6,1.33,35910000,92550103.52
Dragonfly,2002,Tom Shadyac,104,60000000,30063805,243,117,31788,6.1,1.33,79800000,39984860.65
Drumline,2002,Charles Stone III,118,20000000,56398162,185,64,28649,5.7,1.33,26600000,75009555.46
Eight Legged Freaks,2002,Ellory Elkayem,99,30000000,17266505,291,181,43764,5.4,1.33,39900000,22964451.65
Enough,2002,Michael Apted,115,38000000,39177215,234,98,30667,5.6,1.33,50540000,52105695.95
Equilibrium,2002,Kurt Wimmer,107,20000000,1190018,1137,146,261317,7.5,1.33,26600000,1582723.94
Far from Heaven,2002,Todd Haynes,107,13500000,15854988,378,181,36542,7.4,1.33,17955000,21087134.04
Frida,2002,Julie Taymor,123,12000000,25776062,271,128,61651,7.4,1.33,15960000,34282162.46
Friday After Next,2002,Marcus Raboy,85,20000000,32983713,66,26,19284,5.8,1.33,26600000,43868338.29
Full Frontal,2002,Steven Soderbergh,101,2000000,2506446,172,108,8662,4.7,1.33,2660000,3333573.18
Gangs of New York,2002,Martin Scorsese,216,100000000,77679638,1166,233,314033,7.5,1.33,133000000,103313918.5
Gerry,2002,Gus Van Sant,103,3500000,236266,290,103,15104,6.2,1.33,4655000,314233.78
Ghost Ship,2002,Steve Beck,91,35000000,30079316,474,156,75920,5.5,1.33,46550000,40005490.28
Halloween: Resurrection,2002,Rick Rosenthal,94,15000000,30259652,614,151,26905,4.1,1.33,19950000,40245337.16
Hart's War,2002,Gregory Hoblit,125,60000000,19076815,196,112,43651,6.3,1.33,79800000,25372163.95
Hey Arnold! The Movie,2002,Tuck Tucker,76,3000000,13684949,43,33,4564,5.9,1.33,3990000,18200982.17
High Crimes,2002,Carl Franklin,115,42000000,41543207,175,114,30077,6.3,1.33,55860000,55252465.31
Hollywood Ending,2002,Woody Allen,112,16000000,4839383,148,109,21613,6.6,1.33,21280000,6436379.39
I Spy,2002,Betty Thomas,97,70000000,33105600,141,105,41663,5.4,1.33,93100000,44030448
Ice Age,2002,Chris Wedge,103,59000000,176387405,467,193,328159,7.6,1.33,78470000,234595248.7
Igby Goes Down,2002,Burr Steers,99,9000000,4681503,238,136,29058,7,1.33,11970000,6226398.99
Insomnia,2002,Christopher Nolan,118,46000000,67263182,651,185,218771,7.2,1.33,61180000,89460032.06
Interview with the Assassin,2002,Neil Burger,88,750000,47329,31,31,1661,6.6,1.33,997500,62947.57
Jackass: The Movie,2002,Jeff Tremaine,87,5000000,64267897,327,106,67992,6.6,1.33,6650000,85476303.01
John Q,2002,Nick Cassavetes,116,36000000,71026631,394,129,98899,7,1.33,47880000,94465419.23
Jonah: A VeggieTales Movie,2002,Mike Nawrocki,82,14000000,25571351,78,38,3135,6.6,1.33,18620000,34009896.83
Juwanna Mann,2002,Jesse Vaughan,91,15600000,13571817,40,32,5312,4.5,1.33,20748000,18050516.61
Kung Pow: Enter the Fist,2002,Steve Oedekerk,81,10000000,16033556,518,63,37901,6.2,1.33,13300000,21324629.48
Life or Something Like It,2002,Stephen Herek,103,40000000,14448589,128,86,19364,5.8,1.33,53200000,19216623.37
Like Mike,2002,John Schultz,99,30000000,51432423,72,39,15074,5.1,1.33,39900000,68405122.59
Lilo & Stitch,2002,Dean DeBlois,85,80000000,145771527,367,180,117212,7.2,1.33,106400000,193876130.9
Maid in Manhattan,2002,Wayne Wang,105,55000000,93815117,242,114,68417,5.1,1.33,73150000,124774105.6
Martin Lawrence Live: Runteldat,2002,David Raynr,113,3000000,19184015,35,24,1466,5.4,1.33,3990000,25514739.95
May,2002,Lucky McKee,93,500000,145540,277,114,26773,6.7,1.33,665000,193568.2
Men in Black II,2002,Barry Sonnenfeld,88,140000000,190418803,606,208,270207,6.1,1.33,186200000,253257008
Minority Report,2002,Steven Spielberg,145,102000000,132014112,1331,252,399651,7.7,1.33,135660000,175578769
Moonlight Mile,2002,Brad Silberling,112,21000000,6830957,147,111,11983,6.7,1.33,27930000,9085172.81
Mr. Deeds,2002,Steven Brill,96,50000000,126203320,309,117,110432,5.8,1.33,66500000,167850415.6
Murder by Numbers,2002,Barbet Schroeder,115,50000000,31874869,302,136,43575,6.1,1.33,66500000,42393575.77
My Big Fat Greek Wedding,2002,Joel Zwick,95,5000000,241437427,756,168,102071,6.6,1.33,6650000,321111777.9
Narc,2002,Joe Carnahan,105,7500000,10460089,214,127,34098,7.2,1.33,9975000,13911918.37
One Hour Photo,2002,Mark Romanek,96,12000000,31597131,605,207,97938,6.8,1.33,15960000,42024184.23
Panic Room,2002,David Fincher,112,48000000,95308367,850,233,206104,6.8,1.33,63840000,126760128.1
People I Know,2002,Daniel Algrant,100,22000000,121972,81,42,9868,5.5,1.33,29260000,162222.76
Phone Booth,2002,Joel Schumacher,81,13000000,46563158,629,216,207934,7.1,1.33,17290000,61929000.14
Poolhall Junkies,2002,Mars Callahan,99,4000000,562059,113,41,8535,7,1.33,5320000,747538.47
Punch-Drunk Love,2002,Paul Thomas Anderson,95,25000000,17791031,888,251,109855,7.3,1.33,33250000,23662071.23
Queen of the Damned,2002,Michael Rymer,101,35000000,30307804,695,137,43991,5.2,1.33,46550000,40309379.32
Real Women Have Curves,2002,Patricia Cardoso,90,3000000,5844929,109,75,6000,7,1.33,3990000,7773755.57
Reign of Fire,2002,Rob Bowman,101,60000000,43060566,569,138,107859,6.2,1.33,79800000,57270552.78
Return to Never Land,2002,Robin Budd,72,20000000,48423368,79,80,13324,5.8,1.33,26600000,64403079.44
Road to Perdition,2002,Sam Mendes,117,80000000,104054514,1009,226,200359,7.7,1.33,106400000,138392503.6
Rollerball,2002,John McTiernan,98,70000000,18990542,289,151,22264,3,1.33,93100000,25257420.86
Scooby-Doo,2002,Raja Gosnell,86,84000000,153288182,521,138,71424,4.9,1.33,111720000,203873282.1
Secretary,2002,Steven Shainberg,104,4000000,4046737,390,163,67949,7.1,1.33,5320000,5382160.21
Signs,2002,M. Night Shyamalan,106,72000000,227965690,2335,208,271592,6.7,1.33,95760000,303194367.7
Sorority Boys,2002,Wallace Wolodarsky,93,12000000,10198766,105,53,12007,5.4,1.33,15960000,13564358.78
Spider-Man,2002,Sam Raimi,121,139000000,403706375,2012,291,544665,7.3,1.33,184870000,536929478.8
Spirit: Stallion of the Cimarron,2002,Kelly Asbury,83,80000000,73215310,216,106,44143,7,1.33,106400000,97376362.3
Spun,2002,Jonas Åkerlund,106,2000000,410241,199,92,32357,6.8,1.33,2660000,545620.53
Spy Kids 2: Island of Lost Dreams,2002,Robert Rodriguez,100,38000000,85570368,107,103,44885,5.1,1.33,50540000,113808589.4
Star Trek: Nemesis,2002,Stuart Baird,116,60000000,43119879,842,172,58450,6.4,1.33,79800000,57349439.07
Star Wars: Episode II - Attack of the Clones,2002,George Lucas,142,115000000,310675583,3516,284,464310,6.7,1.33,152950000,413198525.4
Stealing Harvard,2002,Bruce McCulloch,85,25000000,13973532,92,52,11211,5.1,1.33,33250000,18584797.56
Stolen Summer,2002,Pete Jones,91,1500000,119841,55,31,2419,6.5,1.33,1995000,159388.53
Stuart Little 2,2002,Rob Minkoff,77,120000000,64736114,69,71,36471,5.4,1.33,159600000,86099031.62
Sunshine State,2002,John Sayles,141,5600000,3064356,81,68,3433,6.9,1.33,7448000,4075593.48
Sweet Home Alabama,2002,Andy Tennant,108,38000000,127214072,392,97,83786,6.1,1.33,50540000,169194715.8
Swimfan,2002,John Polson,85,8500000,28563926,217,86,16300,5,1.33,11305000,37990021.58
The Adventures of Pluto Nash,2002,Ron Underwood,95,100000000,4411102,164,66,20295,3.8,1.33,133000000,5866765.66
The Banger Sisters,2002,Bob Dolman,98,10000000,30306281,147,92,12388,5.6,1.33,13300000,40307353.73
The Bourne Identity,2002,Doug Liman,119,60000000,121468960,849,249,407601,7.9,1.33,79800000,161553716.8
The Business of Fancydancing,2002,Sherman Alexie,103,200000,174682,14,12,460,6.9,1.33,266000,232327.06
The Country Bears,2002,Peter Hastings,88,35000000,16988996,75,43,3875,4,1.33,46550000,22595364.68
The Dangerous Lives of Altar Boys,2002,Peter Care,104,12000000,1779284,122,78,12047,7.1,1.33,15960000,2366447.72
The Emperor's Club,2002,Michael Hoffman,109,12500000,14060950,139,83,14354,6.9,1.33,16625000,18701063.5
The Good Girl,2002,Miguel Arteta,93,5000000,14015786,298,107,37952,6.5,1.33,6650000,18640995.38
The Hours,2002,Stephen Daldry,114,25000000,41597830,660,174,102123,7.6,1.33,33250000,55325113.9
The Lord of the Rings: The Two Towers,2002,Peter Jackson,172,94000000,340478898,2417,294,1100446,8.7,1.33,125020000,452836934.3
The Master of Disguise,2002,Perry Andelin Blake,80,16000000,40363530,307,56,18254,3.3,1.33,21280000,53683494.9
The Mothman Prophecies,2002,Mark Pellington,119,32000000,35228696,460,166,63677,6.5,1.33,42560000,46854165.68
The New Guy,2002,Ed Decter,92,13000000,28972187,159,49,28805,5.9,1.33,17290000,38533008.71
The Rookie,2002,John Lee Hancock,127,20000000,75597042,174,92,26434,7,1.33,26600000,100544065.9
The Rules of Attraction,2002,Roger Avary,110,4000000,6525762,425,143,44339,6.7,1.33,5320000,8679263.46
The Salton Sea,2002,D.J. Caruso,103,18000000,676698,180,79,26730,7.2,1.33,23940000,900008.34
The Santa Clause 2,2002,Michael Lembeck,104,60000000,139225854,116,80,34561,5.5,1.33,79800000,185170385.8
The Scorpion King,2002,Chuck Russell,100,60000000,90341670,432,167,102129,5.5,1.33,79800000,120154421.1
The Singles Ward,2002,Kurt Hale,102,500000,1250798,53,5,1099,6.4,1.33,665000,1663561.34
The Slaughter Rule,2002,Alex Smith,112,500000,13134,32,17,2004,6.1,1.33,665000,17468.22
The Sum of All Fears,2002,Phil Alden Robinson,124,68000000,118471320,568,176,86504,6.4,1.33,90440000,157566855.6
The Sweetest Thing,2002,Roger Kumble,90,43000000,24430272,403,99,46158,5.1,1.33,57190000,32492261.76
The Time Machine,2002,Simon Wells,96,80000000,56684819,615,124,103787,5.9,1.33,106400000,75390809.27
The Tuxedo,2002,Kevin Donovan,98,60000000,50189179,207,81,61966,5.3,1.33,79800000,66751608.07
The Wild Thornberrys Movie,2002,Cathy Malkasian,85,25000000,39880476,33,38,12218,5.2,1.33,33250000,53041033.08
They,2002,Robert Harmon,89,17000000,12693621,271,81,10885,4.8,1.33,22610000,16882515.93
Time Changer,2002,Rich Christiano,95,825000,15278,158,16,1742,5.6,1.33,1097250,20319.74
Treasure Planet,2002,Ron Clements,95,140000000,38120554,217,127,71527,7.1,1.33,186200000,50700336.82
Tuck Everlasting,2002,Jay Russell,90,15000000,19158074,127,69,17983,6.7,1.33,19950000,25480238.42
Two Weeks Notice,2002,Marc Lawrence,101,60000000,93307796,269,118,85673,6.1,1.33,79800000,124099368.7
Undercover Brother,2002,Malcolm D. Lee,86,25000000,38230435,179,81,29661,5.8,1.33,33250000,50846478.55
Undisputed,2002,Walter Hill,94,20000000,12398628,88,64,21542,6.1,1.33,26600000,16490175.24
Unfaithful,2002,Adrian Lyne,124,50000000,52752475,533,152,63067,6.7,1.33,66500000,70160791.75
We Were Soldiers,2002,Randall Wallace,124,75000000,78120196,742,141,103241,7.1,1.33,99750000,103899860.7
Welcome to Collinwood,2002,Anthony Russo,86,12000000,333976,90,72,12559,6.4,1.33,15960000,444188.08
White Oleander,2002,Peter Kosminsky,109,16000000,16346122,171,103,25549,7.2,1.33,21280000,21740342.26
Windtalkers,2002,John Woo,153,115000000,40911830,454,152,55994,6,1.33,152950000,54412733.9
xXx,2002,Rob Cohen,132,70000000,141204016,737,191,142569,5.8,1.33,93100000,187801341.3
2 Fast 2 Furious,2003,John Singleton,107,76000000,127083765,370,150,191912,5.9,1.3,98800000,165208894.5
21 Grams,2003,Alejandro G. Iñárritu,124,20000000,16248701,559,192,189683,7.7,1.3,26000000,21123311.3
A Guy Thing,2003,Chris Koch,101,20000000,15408822,92,81,14147,5.6,1.3,26000000,20031468.6
A Man Apart,2003,F. Gary Gray,109,36000000,26183197,135,110,38348,6.1,1.3,46800000,34038156.1
A Mighty Wind,2003,Christopher Guest,91,6000000,17508936,272,97,22408,7.3,1.3,7800000,22761616.8
Agent Cody Banks,2003,Harald Zwart,102,26000000,47285499,104,79,26755,5,1.3,33800000,61471148.7
Alex & Emma,2003,Rob Reiner,96,30000000,14208384,105,73,11520,5.6,1.3,39000000,18470899.2
All the Real Girls,2003,David Gordon Green,108,2500000,548712,126,88,9233,6.9,1.3,3250000,713325.6
American Splendor,2003,Shari Springer Berman,101,2000000,6003587,226,180,41999,7.5,1.3,2600000,7804663.1
American Wedding,2003,Jesse Dylan,74,55000000,104354205,332,153,162331,6.3,1.3,71500000,135660466.5
Anything Else,2003,Woody Allen,108,18000000,3203044,155,128,25165,6.4,1.3,23400000,4163957.2
Bad Boys II,2003,Michael Bay,147,130000000,138396624,511,94,178126,6.6,1.3,169000000,179915611.2
Bad Santa,2003,Terry Zwigoff,98,18000000,60057639,485,195,107815,7.1,1.3,23400000,78074930.7
Beyond Borders,2003,Martin Campbell,127,35000000,4426297,156,54,22570,6.5,1.3,45500000,5754186.1
Big Fish,2003,Tim Burton,125,70000000,66257002,816,235,350698,8,1.3,91000000,86134102.6
Bringing Down the House,2003,Adam Shankman,105,33000000,132541238,236,121,30058,5.5,1.3,42900000,172303609.4
Bruce Almighty,2003,Tom Shadyac,101,81000000,242589580,604,191,296904,6.7,1.3,105300000,315366454
Bulletproof Monk,2003,Paul Hunter,104,52000000,23020488,180,127,42324,5.5,1.3,67600000,29926634.4
Charlie's Angels: Full Throttle,2003,McG,107,120000000,100685880,554,102,100821,4.8,1.3,156000000,130891644
Chasing Papi,2003,Linda Mendoza,76,9000000,6126237,41,32,3419,4.8,1.3,11700000,7964108.1
Cheaper by the Dozen,2003,Shawn Levy,94,40000000,138614544,288,104,75152,5.8,1.3,52000000,180198907.2
Cold Mountain,2003,Anthony Minghella,154,79000000,95632614,674,198,118483,7.2,1.3,102700000,124322398.2
Confidence,2003,James Foley,97,15000000,12212417,144,119,30643,6.7,1.3,19500000,15876142.1
Cradle 2 the Grave,2003,Andrzej Bartkowiak,101,30000000,34604054,185,109,34942,5.8,1.3,39000000,44985270.2
Daddy Day Care,2003,Steve Carr,92,60000000,104148781,116,81,49486,5.5,1.3,78000000,135393415.3
Darkness Falls,2003,Jonathan Liebesman,96,11000000,32131483,369,140,25870,4.9,1.3,14300000,41770927.9
Dickie Roberts: Former Child Star,2003,Sam Weisman,98,17000000,22734486,117,75,11815,5.6,1.3,22100000,29554831.8
Dreamcatcher,2003,Lawrence Kasdan,136,68000000,33685268,662,175,75573,5.5,1.3,88400000,43790848.4
Dumb and Dumberer: When Harry Met Lloyd,2003,Troy Miller,85,19000000,26096584,267,85,30651,3.4,1.3,24700000,33925559.2
Duplex,2003,Danny DeVito,89,40000000,9652000,147,78,46205,5.8,1.3,52000000,12547600
DysFunktional Family,2003,George Gallo,89,3000000,2223990,14,23,761,6.6,1.3,3900000,2891187
Elf,2003,Jon Favreau,97,33000000,173381405,395,152,147597,6.9,1.3,42900000,225395826.5
Final Destination 2,2003,David R. Ellis,90,26000000,46455802,472,175,120786,6.2,1.3,33800000,60392542.6
Finding Nemo,2003,Andrew Stanton,100,94000000,380838870,866,301,692482,8.2,1.3,122200000,495090531
Freaky Friday,2003,Mark Waters,97,26000000,110222438,271,129,96693,6.1,1.3,33800000,143289169.4
Freddy vs. Jason,2003,Ronny Yu,97,30000000,82163317,885,273,89101,5.8,1.3,39000000,106812312.1
From Justin to Kelly,2003,Robert Iscove,90,12000000,4922166,304,60,23606,2.1,1.3,15600000,6398815.8
Gigli,2003,Martin Brest,121,54000000,5660084,418,131,41620,2.4,1.3,70200000,7358109.2
Gods and Generals,2003,Ron Maxwell,280,56000000,12870569,497,84,13215,6.3,1.3,72800000,16731739.7
Good Boy!,2003,John Hoffman,87,17000000,37566230,48,52,3407,5.1,1.3,22100000,48836099
Gory Gory Hallelujah,2003,Sue Corcoran,96,100000,11798,18,8,179,4.7,1.3,130000,15337.4
Gothika,2003,Mathieu Kassovitz,98,40000000,59588068,376,207,89557,5.8,1.3,52000000,77464488.4
Head of State,2003,Chris Rock,95,35200000,37788228,80,44,15046,5.4,1.3,45760000,49124696.4
Holes,2003,Andrew Davis,117,20000000,67325559,331,106,58222,7.1,1.3,26000000,87523226.7
Hollywood Homicide,2003,Ron Shelton,116,75000000,30013346,254,132,31293,5.3,1.3,97500000,39017349.8
